Razão Social (Registro ANS);Cobertura;Porte;Classificação no Mês;Classificação no Mês Anterior;dez/17;nov/17;out/17;set/17;ago/17;jul/17;jun/17;mai/17;abr/17;mar/17;fev/17;jan/17;Competência;Data de atualização
UNIMED DE BAURU COOPERATIVA DE TRABALHO MÉDICO (369659);Médico Hospitalar;Médio;189;194;66,67;60,00;66,67;77,78;91,67;100,00;81,82;75,00;66,67;77,78;77,78;88,89;201712;05/02/2018 11:09:28
UNIMED DE BEBEDOURO COOPERATIVA DE TRABALHO MÉDICO (331341);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;66,67;0,00;0,00;0,00;;201712;05/02/2018 11:09:28
UNIMED DE BELÉM COOPERATIVA DE TRABALHO MÉDICO (303976);Médico Hospitalar;Grande;36;23;94,12;95,00;89,47;77,78;78,57;81,25;91,67;92,59;92,00;95,45;88,24;93,33;201712;05/02/2018 11:09:28
UNIMED DE BIRIGUI - COOPERATIVA DE TRABALHO MÉDICO (345776);Médico Hospitalar;Médio;199;185;50,00;66,67;50,00;100,00;100,00;50,00;50,00;60,00;66,67;66,67;66,67;100,00;201712;05/02/2018 11:09:28
UNIMED DE BOTUCATU COOPERATIVA DE TRABALHO MÉDICO (304883);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;;;;;;;;;201712;05/02/2018 11:09:28
UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO (348244);Médico Hospitalar;Pequeno;1;1;100,00;100,00;;;;100,00;100,00;100,00;100,00;100,00;;;201712;05/02/2018 11:09:28
UNIMED DE CAÇAPAVA - COOPERATIVA DE TRABALHO MEDICO (334154);Médico Hospitalar;Pequeno;1;;100,00;;;;100,00;100,00;100,00;;;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED DE CAMPOS COOPERATIVA DE TRABALHO MÉDICO (352683);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;95,83;94,44;90,48;96,30;96,55;95,83;92,31;83,33;90,48;201712;05/02/2018 11:09:28
UNIMED DE CAPIVARI -COOPERATIVA DE TRABALHO MÉDICO (366340);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIMED DE CASCAVEL COOPERATIVA DE TRABALHO MÉDICO (370070);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;94,12;201712;05/02/2018 11:09:28
UNIMED DE CATALÃO COOPERATIVA DE TRABALHO MÉDICO (324566);Médico Hospitalar;Pequeno;;;;;100,00;100,00;100,00;100,00;50,00;50,00;50,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED DE CATANDUVA - COOPERATIVA DE TRABALHO MÉDICO (351407);Médico Hospitalar;Médio;;206;;0,00;0,00;0,00;;;100,00;100,00;100,00;100,00;;;201712;05/02/2018 11:09:28
UNIMED DE CIANORTE - COOPERATIVA DE TRABALHO MEDICO  (354627);Médico Hospitalar;Pequeno;;;;;;0,00;0,00;0,00;;;;;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED DE CORUMBA COOPERATIVA DE TRABALHO MÉDICO (344788);Médico Hospitalar;Pequeno;;;;;;;100,00;100,00;100,00;;;;;;201712;05/02/2018 11:09:28
UNIMED DE CRICIÚMA COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO CARBONÍFERA (329339);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;;201712;05/02/2018 11:09:28
UNIMED DE DOURADOS COOPERATIVA DE TRABALHO MÉDICO LTDA (333662);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;83,33;87,50;66,67;80,00;80,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED DE DRACENA - COOPERATIVA DE TRABALHO MÉDICO (314781);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;;100,00;66,67;66,67;50,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED DE FEIRA DE SANTANA COOPERATIVA DE TRABALHO MÉDICO (322261);Médico Hospitalar;Médio;1;1;100,00;100,00;87,50;80,00;78,57;90,00;88,89;81,82;81,82;88,89;87,50;90,00;201712;05/02/2018 11:09:28
UNIMED DE FERNANDOPOLIS - COOPERATIVA DE TRABALHO MÉDICO (326089);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;;;;;;;;201712;05/02/2018 11:09:28
UNIMED DE FORTALEZA SOCIEDADE COOPERATIVA MÉDICA LTDA. (317144);Médico Hospitalar;Grande;34;53;94,37;90,28;92,75;92,54;96,92;97,37;95,12;94,62;93,18;92,68;90,16;90,28;201712;05/02/2018 11:09:28
UNIMED DE GUARATINGUETA-COOPERATIVA DE TRABALHO MÉDICO (355577);Médico Hospitalar;Pequeno;;;;;;;33,33;50,00;50,00;100,00;;;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED DE GUARULHOS COOPERATIVA DE TRABALHO MÉDICO (333051);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;95,24;90,91;87,10;81,82;80,95;201712;05/02/2018 11:09:28
UNIMED DE IBITINGA COOPERATIVA DE TRABALHO MÉDICO (365238);Médico Hospitalar;Pequeno;;;;;;;100,00;100,00;100,00;;;;;;201712;05/02/2018 11:09:28
UNIMED DE ITAPETININGA - COOPERATIVA DE TRABALHO MÉDICO (353027);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;;;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED DE ITAPEVA - COOPERATIVA DE TRABALHO MÉDICO (327468);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIMED DE ITATIBA COOPERATIVA DE TRABALHO MÉDICO (415014);Médico Hospitalar;Pequeno;1;1;100,00;100,00;;;;;100,00;50,00;50,00;0,00;;;201712;05/02/2018 11:09:28
UNIMED DE JABOTICABAL COOP. DE TRABALHO MÉDICO (329886);Médico Hospitalar;Médio;;1;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED DE JATAÍ COOPERATIVA DE TRABALHO MÉDICO LTDA. (334847);Médico Hospitalar;Pequeno;142;150;0,00;0,00;0,00;;;;;;;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED DE JOINVILLE COOPERATIVA DE TRABALHO MÉDICO (321273);Médico Hospitalar;Médio;1;149;100,00;85,71;77,78;77,78;93,75;100,00;100,00;100,00;100,00;100,00;100,00;90,00;201712;05/02/2018 11:09:28
UNIMED DE LENÇOIS PAULISTA - COOPERATIVA DE TRABALHO MÉDICO (325031);Médico Hospitalar;Médio;;;;;;;100,00;100,00;100,00;;;;;100,00;201712;05/02/2018 11:09:28
UNIMED DE LIMEIRA COOPERATIVA DE TRABALHO MÉDICO (301574);Médico Hospitalar;Médio;1;198;100,00;50,00;33,33;60,00;75,00;100,00;100,00;100,00;100,00;100,00;;;201712;05/02/2018 11:09:28
UNIMED DE LINS - COOPERATIVA DE TRABALHOS MÉDICOS (354279);Médico Hospitalar;Pequeno;116;124;80,00;75,00;100,00;100,00;100,00;;100,00;100,00;100,00;;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED DE LONDRINA COOPERATIVA DE TRABALHO MÉDICO (343269);Médico Hospitalar;Grande;1;1;100,00;100,00;92,86;93,75;88,89;93,33;92,31;82,35;85,71;87,50;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED DE LORENA COOPERATIVA DE TRABALHO MÉDICO (385620);Médico Hospitalar;Pequeno;;;;;;;;;;;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED DE MACAÉ COOPERATIVA DE ASSISTÊNCIA À SAÚDE (302953);Médico Hospitalar;Médio;181;176;76,92;76,92;72,73;76,92;82,35;89,47;87,50;92,31;90,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED DE MANAUS COOP. DO TRABALHO MÉDICO LTDA (311961);Médico Hospitalar;Grande;75;73;77,86;77,06;76,84;81,12;82,03;81,25;78,48;81,03;88,46;95,24;94,12;95,45;201712;05/02/2018 11:09:28
UNIMED DE MARILIA COOPERATIVA DE TRABALHO MÉDICO (336106);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;85,71;88,89;88,89;100,00;100,00;100,00;;100,00;201712;05/02/2018 11:09:28
UNIMED DE MINEIROS COOPERATIVA DE TRABALHO MÉDICO  (357715);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIMED DE MOCOCA COOPERATIVA DE TRAB. MÉDICO (328308);Médico Hospitalar;Pequeno;;;;;;;100,00;100,00;100,00;100,00;100,00;0,00;0,00;0,00;201712;05/02/2018 11:09:28
UNIMED DE MONTE ALTO - COOPERATIVA DE TRABALHO MÉDICO (309524);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;100,00;201712;05/02/2018 11:09:28
UNIMED DE OURINHOS - COOPERATIVA DE TRABALHO MÉDICO (311294);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED DE PARANAGUÁ COOPERATIVA DE TRABALHO MÉDICO (361615);Médico Hospitalar;Médio;189;206;66,67;0,00;75,00;100,00;100,00;100,00;100,00;100,00;100,00;66,67;33,33;57,14;201712;05/02/2018 11:09:28
UNIMED DE PARANAVAÍ COOPERATIVA DE TRABALHO MÉDICO (320862);Médico Hospitalar;Médio;;1;;100,00;100,00;100,00;60,00;71,43;60,00;100,00;100,00;66,67;66,67;0,00;201712;05/02/2018 11:09:28
UNIMED DE PENAPOLIS - COOPERATIVA DE TRABALHO MEDICO (323004);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIMED DE PINDAMONHANGABA - COOPERATIVA TRABALHO MEDICO (342343);Médico Hospitalar;Pequeno;;;;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;0,00;50,00;50,00;201712;05/02/2018 11:09:28
UNIMED DE PIRACICABA SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS (315729);Médico Hospitalar;Grande;1;42;100,00;91,67;87,50;85,71;93,33;100,00;100,00;80,00;83,33;83,33;94,12;92,86;201712;05/02/2018 11:09:28
UNIMED DE PIRASSUNUNGA COOPERATIVA DE TRABALHO MÉDICO (314242);Médico Hospitalar;Pequeno;;;;;;0,00;0,00;0,00;;0,00;0,00;0,00;;;201712;05/02/2018 11:09:28
UNIMED DE PRESIDENTE PRUDENTE COOPERATIVA DE TRAB. MÉDICO (315796);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;75,00;33,33;60,00;83,33;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED DE REGISTRO COOPERATIVA DE TRABALHO MÉDICO (351776);Médico Hospitalar;Pequeno;1;1;100,00;100,00;;;;;;;;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED DE RIBEIRAO PRETO - COOPERATIVA DE TRABALHO MÉDICO (351202);Médico Hospitalar;Grande;1;1;100,00;100,00;75,00;61,54;72,22;82,35;91,67;85,71;100,00;90,00;87,50;85,71;201712;05/02/2018 11:09:28
UNIMED DE RIO CLARO SP COOPERATIVA DE TRABALHO MEDICO (306126);Médico Hospitalar;Médio;;;;;;0,00;0,00;66,67;100,00;100,00;0,00;0,00;0,00;0,00;201712;05/02/2018 11:09:28
UNIMED DE SANTA BÁRBARA D'OESTE E AMERICANA - COOP DE TRABALHO MÉDICO (369292);Médico Hospitalar;Médio;;;;;100,00;100,00;83,33;80,00;80,00;80,00;66,67;66,67;66,67;50,00;201712;05/02/2018 11:09:28
UNIMED DE SANTOS COOP DE TRAB MEDICO (355721);Médico Hospitalar;Grande;64;67;86,67;84,62;88,64;90,48;91,67;93,22;92,98;92,16;87,18;86,84;86,84;82,05;201712;05/02/2018 11:09:28
UNIMED DE SAO JOSÉ DO RIO PARDO-COOP. DE TRAB. MÉDICO (354619);Médico Hospitalar;Pequeno;;;;;;0,00;0,00;0,00;;;;;;;201712;05/02/2018 11:09:28
UNIMED DE SÃO ROQUE - COOPERATIVA DE TRABALHO MÉDICO (318388);Médico Hospitalar;Médio;;1;;100,00;100,00;100,00;100,00;100,00;;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED DE SERTAOZINHO -  COOPERATIVA DE TRABALHO MÉDICO (344150);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED DE SOBRAL SOCIEDADE COOPERATIVA MÉDICA LTDA (303178);Médico Hospitalar;Pequeno;124;131;66,67;66,67;100,00;50,00;50,00;50,00;;100,00;100,00;100,00;;0,00;201712;05/02/2018 11:09:28
UNIMED DE TATUI - COOPERATIVA DE TRABALHO MÉDICO (361941);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;;;;100,00;100,00;100,00;50,00;50,00;0,00;201712;05/02/2018 11:09:28
UNIMED DE TAUBATÉ COOPERATIVA DE TRABALHO MÉDICO (363286);Médico Hospitalar;Pequeno;1;1;100,00;100,00;75,00;80,00;75,00;87,50;85,71;100,00;83,33;85,71;88,89;100,00;201712;05/02/2018 11:09:28
UNIMED DE TRES LAGOAS COOPERATIVA DE TRABALHO MÉDICO (342386);Médico Hospitalar;Pequeno;;1;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;;;201712;05/02/2018 11:09:28
UNIMED DE TUBARAO - COOPERATIVA DE TRABALHO MEDICO DA REGIAO DA AMUREL (364860);Médico Hospitalar;Médio;189;198;66,67;50,00;100,00;100,00;100,00;100,00;100,00;100,00;;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED DE TUPA COOPERATIVA DE TRABALHO MÉDICO (365530);Médico Hospitalar;Pequeno;;;;;;;;;;;100,00;100,00;100,00;;201712;05/02/2018 11:09:28
UNIMED DE UBA COOPERATIVA DE TRABALHO MEDICO (362573);Médico Hospitalar;Pequeno;;;;;;;100,00;100,00;100,00;100,00;;;;100,00;201712;05/02/2018 11:09:28
UNIMED DE VOLTA REDONDA COOPERATIVA DE TRABALHO MÉDICO (364584);Médico Hospitalar;Médio;181;177;76,92;76,47;83,33;93,75;100,00;100,00;94,12;92,86;81,82;85,71;84,62;92,31;201712;05/02/2018 11:09:28
UNIMED DE VOTUPORANGA - COOPERATIVA DE TRABALHO MÉDICO (328073);Médico Hospitalar;Pequeno;;;;;;;;;;;;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED DIVINOPOLIS - COOPERATIVA DE TRABALHO MEDICO LTDA (319121);Médico Hospitalar;Grande;1;1;100,00;100,00;80,00;75,00;77,78;91,67;100,00;100,00;100,00;100,00;100,00;94,12;201712;05/02/2018 11:09:28
UNIMED DO CARIRI - SOCIEDADE COOPERATIVA MÉDICA LTDA (356123);Médico Hospitalar;Médio;1;1;100,00;100,00;88,89;88,89;83,33;81,82;75,00;80,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED DO CEARÁ - FEDERAÇÃO DAS SOCIEDADES COOPERATIVAS MÉDICAS DO ESTADO DO CEARÁ LTDA. (321958);Médico Hospitalar;Médio;132;121;92,31;91,67;90,00;87,50;72,73;78,57;75,00;88,89;87,50;88,89;87,50;85,71;201712;05/02/2018 11:09:28
UNIMED DO ESTADO DE SANTA CATARINA FED. EST. DAS COOP. MÉD. (355691);Médico Hospitalar;Grande;36;28;94,12;93,75;95,00;100,00;100,00;100,00;100,00;100,00;100,00;91,67;92,86;92,86;201712;05/02/2018 11:09:28
UNIMED DO ESTADO DE SÃO PAULO - FEDERAÇÃO ESTADUAL DAS COOP. MÉDICAS (319996);Médico Hospitalar;Grande;45;41;92,83;91,98;87,42;88,67;87,76;91,53;90,70;91,30;88,94;90,09;92,40;95,98;201712;05/02/2018 11:09:28
UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS (312720);Médico Hospitalar;Grande;53;74;90,91;76,92;78,95;83,33;86,36;90,48;85,71;80,95;80,00;81,25;91,67;90,00;201712;05/02/2018 11:09:28
UNIMED DO OESTE DA BAHIA COOPERATIVA DE TRABALHO MÉDICO (325082);Médico Hospitalar;Pequeno;;;;;0,00;0,00;0,00;0,00;0,00;0,00;;;;;201712;05/02/2018 11:09:28
UNIMED DO OESTE DO PARANÁ - COOP. DE TRABALHO MEDICO (305227);Médico Hospitalar;Médio;;;;;;;;;;;100,00;100,00;100,00;;201712;05/02/2018 11:09:28
UNIMED DO RIO GRANDE DO NORTE - FEDERAÇÃO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO (348406);Médico Hospitalar;Médio;123;154;96,77;84,85;77,42;78,13;86,67;92,59;93,94;96,43;100,00;100,00;92,00;91,30;201712;05/02/2018 11:09:28
UNIMED DO SUDOESTE COOPERATIVA DE TRABALHO MEDICO LTDA (350371);Médico Hospitalar;Médio;137;121;91,67;91,67;85,71;87,50;81,82;81,82;81,25;85,71;84,62;75,00;77,78;90,00;201712;05/02/2018 11:09:28
UNIMED ENCOSTA DA SERRA/RS SOCIEDADE COOPERATIVA DE SERVIÇOS DE SAÚDE LTDA. (311715);Médico Hospitalar;Médio;;;;;100,00;100,00;100,00;;100,00;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED ERECHIM - COOPERATIVA DE SERVIÇOS DE SAÚDE LTDA. (357022);Médico Hospitalar;Pequeno;;;;;;;;;100,00;100,00;100,00;;;100,00;201712;05/02/2018 11:09:28
UNIMED EXTREMO OESTE CATARINENSE COOPERATIVA DE TRABALHO MÉDICO (340251);Médico Hospitalar;Pequeno;;;;;;;;;100,00;100,00;100,00;;;;201712;05/02/2018 11:09:28
UNIMED EXTREMO SUL COOPERATIVA DE TRABALHO MÉDICO (346209);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;;;;;;100,00;201712;05/02/2018 11:09:28
UNIMED FEDERAÇÃO INTERFEDERATIVA DAS COOPERATIVAS MÉDICAS DO CENTRO-OESTE E TOCANTINS (347361);Médico Hospitalar;Pequeno;141;147;37,50;42,86;20,00;50,00;100,00;85,71;80,00;69,23;63,64;55,56;43,75;40,00;201712;05/02/2018 11:09:28
UNIMED FOZ DO IGUACU COOPERATIVA TRABALHO MEDICO (351792);Médico Hospitalar;Médio;165;165;83,33;80,00;100,00;50,00;60,00;60,00;100,00;71,43;71,43;66,67;80,00;60,00;201712;05/02/2018 11:09:28
UNIMED FRANCA - SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS E HOSPITALARES (354783);Médico Hospitalar;Médio;174;160;80,00;83,33;85,71;100,00;100,00;100,00;100,00;100,00;100,00;100,00;50,00;50,00;201712;05/02/2018 11:09:28
UNIMED FRANCISCO BELTRAO COOPERATIVA DE TRABALHO MEDICO (336858);Médico Hospitalar;Pequeno;142;150;0,00;0,00;33,33;33,33;33,33;0,00;;;;;;;201712;05/02/2018 11:09:28
UNIMED FRONTEIRA NOROESTE/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA. (352179);Médico Hospitalar;Médio;;1;;100,00;100,00;100,00;100,00;;;;;;;;201712;05/02/2018 11:09:28
UNIMED FRUTAL COOPERATIVA DE TRABALHO MEDICO LTDA (371564);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIMED GOIANIA COOPERATIVA DE TRABALHO MÉDICO (382876);Médico Hospitalar;Grande;29;64;94,87;86,67;88,46;90,91;98,04;94,20;94,37;92,96;95,74;95,74;97,50;95,35;201712;05/02/2018 11:09:28
UNIMED GOVERNADOR VALADARES COOP. DE TRABALHO MÉDICO LTDA. (386588);Médico Hospitalar;Médio;151;1;88,89;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;80,00;75,00;80,00;201712;05/02/2018 11:09:28
UNIMED GRANDE FLORIANÓPOLIS-COOPERATIVA DE TRABALHO MEDICO (360449);Médico Hospitalar;Grande;16;23;98,33;95,00;94,23;89,58;91,11;92,00;93,62;94,74;92,68;90,91;88,24;88,89;201712;05/02/2018 11:09:28
UNIMED GUARAPUAVA COOPERATIVA DE TRABALHO MÉDICO (322571);Médico Hospitalar;Médio;183;194;75,00;60,00;66,67;85,71;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED GUAXUPÉ COOPERATIVA DE TRABALHO MEDICO (318035);Médico Hospitalar;Pequeno;;;;;;100,00;100,00;100,00;;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED GURUPI COOPERATIVA DE TRABALHO MÉDICO (301124);Médico Hospitalar;Pequeno;142;150;0,00;0,00;0,00;;100,00;50,00;50,00;0,00;;;;;201712;05/02/2018 11:09:28
UNIMED ILHEUS COOPERATIVA DE TRABALHO MEDICO (347230);Médico Hospitalar;Pequeno;;;;;100,00;100,00;100,00;100,00;100,00;;;;;;201712;05/02/2018 11:09:28
UNIMED IMPERATRIZ COOPERATIVA DE TRABALHO MÉDICO (352543);Médico Hospitalar;Médio;1;194;100,00;60,00;50,00;62,50;66,67;83,33;83,33;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED INCONFIDENTES COOPERATIVA DE TRABALHO MÉDICO LTDA. (304395);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;;;;;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED INTRAFEDERATIVA FEDERAÇÃO REGIONAL SUL DE MINAS (320838);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIMED ITABIRA COOPERATIVA DE TRABALHO MÉDICO (335517);Médico Hospitalar;Pequeno;;;;;;100,00;100,00;100,00;;;;;;;201712;05/02/2018 11:09:28
UNIMED ITABUNA COOPERATIVA DE TRABALHO MEDICO (357065);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;66,67;75,00;75,00;83,33;71,43;75,00;75,00;201712;05/02/2018 11:09:28
UNIMED ITAJUBA COOPERATIVA DE TRABALHO MEDICO (322831);Médico Hospitalar;Médio;;;;;100,00;100,00;100,00;100,00;100,00;;;;;;201712;05/02/2018 11:09:28
UNIMED ITAÚNA COOPERATIVA DE TRABALHO MÉDICO LTDA. (356581);Médico Hospitalar;Médio;1;1;100,00;100,00;;100,00;100,00;100,00;;;;;;;201712;05/02/2018 11:09:28
UNIMED ITUIUTABA COOPERATIVA TRABALHO MÉDICO LTDA. (301060);Médico Hospitalar;Pequeno;1;1;100,00;100,00;;;;;;100,00;100,00;100,00;;0,00;201712;05/02/2018 11:09:28
UNIMED JI PARANÁ COOPERATIVA DE TRABALHO MÉDICO (347507);Médico Hospitalar;Médio;137;128;91,67;90,00;87,50;100,00;100,00;100,00;100,00;100,00;100,00;75,00;62,50;66,67;201712;05/02/2018 11:09:28
UNIMED JOAÇABA COOPERATIVA DE TRABALHO MÉDICO (301744);Médico Hospitalar;Pequeno;;;;;;100,00;100,00;100,00;;;;;;;201712;05/02/2018 11:09:28
UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA. (352314);Médico Hospitalar;Pequeno;;;;;;;;;100,00;100,00;100,00;;;;201712;05/02/2018 11:09:28
UNIMED JOAO PESSOA - COOPERATIVA DE TRABALHO MÉDICO (321044);Médico Hospitalar;Grande;58;48;88,89;90,91;90,00;91,89;90,91;86,67;86,67;82,76;85,19;84,62;80,77;73,33;201712;05/02/2018 11:09:28
UNIMED JUIZ DE FORA COOPERATIVA DE TRABALHO MÉDICO LTDA (306886);Médico Hospitalar;Grande;64;56;86,67;89,47;90,00;100,00;100,00;100,00;100,00;94,44;93,75;91,67;100,00;85,71;201712;05/02/2018 11:09:28
UNIMED JUNDIAI - COOPERATIVA DE TRABALHO MÉDICO (303267);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;80,00;80,00;77,78;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED LAVRAS COOPERATIVA DE TRABALHO MÉDICO (345458);Médico Hospitalar;Médio;1;;100,00;;100,00;100,00;100,00;;100,00;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED LEOPOLDINA COOPERATIVA DE TRABALHO MÉDICO LTDA (386901);Médico Hospitalar;Pequeno;1;;100,00;;;;;100,00;100,00;100,00;100,00;;;;201712;05/02/2018 11:09:28
UNIMED LESTE PAULISTA COOPERATIVA DE TRABALHO MÉDICO (358088);Médico Hospitalar;Médio;1;1;100,00;100,00;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED LITORAL COOPERATIVA DE TRABALHO MÉDICO LTDA (303356);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;85,71;85,71;85,71;100,00;100,00;100,00;100,00;100,00;85,71;201712;05/02/2018 11:09:28
UNIMED LITORAL SUL/RS - COOPERATIVA MÉDICA LTDA. (300136);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;50,00;0,00;0,00;0,00;33,33;33,33;33,33;201712;05/02/2018 11:09:28
UNIMED MACAPA COOPERATIVA DE TRABALHO MÉDICO - EM LIQUIDAÇÃO EXTRAJUDICIAL (366811);Médico Hospitalar;Pequeno;142;150;0,00;0,00;0,00;0,00;;33,33;33,33;33,33;100,00;100,00;66,67;50,00;201712;05/02/2018 11:09:28
UNIMED MACEIO COOPERATIVA DE TRABALHO MÉDICO (327689);Médico Hospitalar;Grande;67;71;86,11;81,25;82,14;85,71;84,00;81,25;80,00;88,89;70,00;76,47;72,73;82,61;201712;05/02/2018 11:09:28
UNIMED MACHADO COOPERATIVA DE TRABALHO MEDICO (354678);Médico Hospitalar;Pequeno;;;;;;;;100,00;100,00;100,00;;;;;201712;05/02/2018 11:09:28
UNIMED MARQUES DE VALENÇA COOPERATIVA DE TRABALHO MÉDICO LTDA. (321087);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;;;;201712;05/02/2018 11:09:28
UNIMED METROPOLITANA DO AGRESTE - COOPERATIVA DE TRABALHO MÉDICO (318566);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;66,67;50,00;0,00;0,00;201712;05/02/2018 11:09:28
UNIMED MISSÕES/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA. (311618);Médico Hospitalar;Médio;;;;;;;;;;;;;;0,00;201712;05/02/2018 11:09:28
UNIMED MONTES CLAROS COOPERATIVA DE  TRABALHO MÉDICO LTDA. (304051);Médico Hospitalar;Médio;155;162;88,24;81,82;92,86;92,31;100,00;96,00;96,15;90,48;85,71;80,00;83,33;90,91;201712;05/02/2018 11:09:28
UNIMED MORRINHOS COOPERATIVA DE TRABALHO MEDICO (342157);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIMED MURIAÉ COOPERATIVA DE TRABALHO MEDICO LTDA (368148);Médico Hospitalar;Pequeno;1;1;100,00;100,00;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIMED NATAL SOC. COOP. DE TRAB. MÉDICO (335592);Médico Hospitalar;Grande;70;75;83,33;75,00;83,33;76,47;92,31;90,91;91,67;85,71;84,62;83,33;75,00;77,78;201712;05/02/2018 11:09:28
