Razão Social (Registro ANS);Cobertura;Porte;Classificação no Mês;Classificação no Mês Anterior;dez/18;nov/18;out/18;set/18;ago/18;jul/18;jun/18;mai/18;abr/18;mar/18;fev/18;jan/18;Competência;Data de atualização
UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO (348244);Médico Hospitalar;Pequeno;;1;;100,00;100,00;100,00;100,00;100,00;100,00;;;;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED DE CAÇAPAVA - COOPERATIVA DE TRABALHO MEDICO (334154);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED DE CAMPOS COOPERATIVA DE TRABALHO MÉDICO (352683);Médico Hospitalar;Médio;153;145;94,74;96,30;96,77;100,00;100,00;96,30;89,29;82,76;81,82;90,00;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED DE CAPIVARI -COOPERATIVA DE TRABALHO MÉDICO (366340);Médico Hospitalar;Pequeno;1;1;100,00;100,00;;;;;;;;100,00;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED DE CASCAVEL COOPERATIVA DE TRABALHO MÉDICO (370070);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED DE CATALÃO COOPERATIVA DE TRABALHO MÉDICO (324566);Médico Hospitalar;Pequeno;129;137;66,67;66,67;0,00;100,00;100,00;100,00;75,00;33,33;0,00;0,00;;;201812;16/01/2019 04:17:13
UNIMED DE CATANDUVA - COOPERATIVA DE TRABALHO MÉDICO (351407);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;;100,00;100,00;100,00;100,00;100,00;;;;201812;16/01/2019 04:17:13
UNIMED DE CIANORTE - COOPERATIVA DE TRABALHO MEDICO  (354627);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;;100,00;100,00;100,00;0,00;0,00;0,00;201812;16/01/2019 04:17:13
UNIMED DE CORUMBA COOPERATIVA DE TRABALHO MÉDICO (344788);Médico Hospitalar;Pequeno;;;;;0,00;0,00;0,00;;;;;100,00;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED DE CRICIÚMA COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO CARBONÍFERA (329339);Médico Hospitalar;Médio;1;1;100,00;100,00;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED DE DOURADOS COOPERATIVA DE TRABALHO MÉDICO LTDA (333662);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED DE DRACENA - COOPERATIVA DE TRABALHO MÉDICO (314781);Médico Hospitalar;Pequeno;1;1;100,00;100,00;;;;;;;;;;;201812;16/01/2019 04:17:13
UNIMED DE FEIRA DE SANTANA COOPERATIVA DE TRABALHO MÉDICO (322261);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED DE FERNANDOPOLIS - COOPERATIVA DE TRABALHO MÉDICO (326089);Médico Hospitalar;Pequeno;1;1;100,00;100,00;;;;100,00;50,00;50,00;50,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED DE FORTALEZA SOCIEDADE COOPERATIVA MÉDICA LTDA. (317144);Médico Hospitalar;Grande;22;28;97,35;96,49;96,36;97,03;97,17;90,53;90,00;89,36;94,79;94,68;95,18;92,50;201812;16/01/2019 04:17:13
UNIMED DE GUARATINGUETA-COOPERATIVA DE TRABALHO MÉDICO (355577);Médico Hospitalar;Pequeno;;;;;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED DE GUARULHOS COOPERATIVA DE TRABALHO MÉDICO (333051);Médico Hospitalar;Médio;181;182;76,00;82,93;83,33;93,94;95,65;94,74;82,35;72,22;78,26;85,00;88,89;93,33;201812;16/01/2019 04:17:13
UNIMED DE IBITINGA COOPERATIVA DE TRABALHO MÉDICO (365238);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
UNIMED DE ITAPETININGA - COOPERATIVA DE TRABALHO MÉDICO (353027);Médico Hospitalar;Pequeno;;1;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED DE ITAPEVA - COOPERATIVA DE TRABALHO MÉDICO (327468);Médico Hospitalar;Pequeno;;;;;;;;;100,00;100,00;100,00;;;;201812;16/01/2019 04:17:13
UNIMED DE ITATIBA COOPERATIVA DE TRABALHO MÉDICO (415014);Médico Hospitalar;Pequeno;;1;;100,00;100,00;100,00;;100,00;50,00;60,00;50,00;66,67;50,00;60,00;201812;16/01/2019 04:17:13
UNIMED DE JABOTICABAL COOP. DE TRABALHO MÉDICO (329886);Médico Hospitalar;Médio;1;1;100,00;100,00;;;;;100,00;100,00;100,00;;;;201812;16/01/2019 04:17:13
UNIMED DE JATAÍ COOPERATIVA DE TRABALHO MÉDICO LTDA. (334847);Médico Hospitalar;Pequeno;;;;;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;50,00;0,00;201812;16/01/2019 04:17:13
UNIMED DE JOINVILLE COOPERATIVA DE TRABALHO MÉDICO (321273);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;90,91;90,00;91,67;100,00;88,89;90,91;90,00;100,00;201812;16/01/2019 04:17:13
UNIMED DE LENÇOIS PAULISTA - COOPERATIVA DE TRABALHO MÉDICO (325031);Médico Hospitalar;Pequeno;;;;;;;;100,00;100,00;100,00;100,00;;;;201812;16/01/2019 04:17:13
UNIMED DE LIMEIRA COOPERATIVA DE TRABALHO MÉDICO (301574);Médico Hospitalar;Médio;;;;;;;;100,00;100,00;100,00;50,00;50,00;50,00;100,00;201812;16/01/2019 04:17:13
UNIMED DE LINS - COOPERATIVA DE TRABALHOS MÉDICOS (354279);Médico Hospitalar;Pequeno;;;;;;100,00;100,00;100,00;;;100,00;100,00;100,00;80,00;201812;16/01/2019 04:17:13
UNIMED DE LONDRINA COOPERATIVA DE TRABALHO MÉDICO (343269);Médico Hospitalar;Grande;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;90,00;201812;16/01/2019 04:17:13
UNIMED DE LORENA COOPERATIVA DE TRABALHO MÉDICO (385620);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;;;;;201812;16/01/2019 04:17:13
UNIMED DE MACAÉ COOPERATIVA DE ASSISTÊNCIA À SAÚDE (302953);Médico Hospitalar;Médio;1;1;100,00;100,00;90,48;82,61;78,26;72,73;87,50;100,00;100,00;100,00;92,31;85,71;201812;16/01/2019 04:17:13
UNIMED DE MANAUS COOP. DO TRABALHO MÉDICO LTDA (311961);Médico Hospitalar;Médio;182;187;75,00;77,50;91,89;92,31;89,47;87,30;87,88;90,48;90,00;83,75;82,28;78,89;201812;16/01/2019 04:17:13
UNIMED DE MARILIA COOPERATIVA DE TRABALHO MÉDICO (336106);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED DE MINEIROS COOPERATIVA DE TRABALHO MÉDICO  (357715);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;;;;;;;;;;201812;16/01/2019 04:17:13
UNIMED DE MOCOCA COOPERATIVA DE TRAB. MÉDICO (328308);Médico Hospitalar;Pequeno;1;1;100,00;100,00;;;;;100,00;100,00;100,00;100,00;;;201812;16/01/2019 04:17:13
UNIMED DE MONTE ALTO - COOPERATIVA DE TRABALHO MÉDICO (309524);Médico Hospitalar;Pequeno;;;;;;;;;;;100,00;100,00;100,00;;201812;16/01/2019 04:17:13
UNIMED DE OURINHOS - COOPERATIVA DE TRABALHO MÉDICO (311294);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;75,00;66,67;50,00;100,00;;100,00;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED DE PARANAGUÁ COOPERATIVA DE TRABALHO MÉDICO (361615);Médico Hospitalar;Médio;173;173;83,33;85,71;80,00;100,00;100,00;100,00;100,00;100,00;75,00;0,00;66,67;100,00;201812;16/01/2019 04:17:13
UNIMED DE PARANAVAÍ COOPERATIVA DE TRABALHO MÉDICO (320862);Médico Hospitalar;Médio;;1;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;201812;16/01/2019 04:17:13
UNIMED DE PENAPOLIS - COOPERATIVA DE TRABALHO MEDICO (323004);Médico Hospitalar;Pequeno;;1;;100,00;100,00;100,00;;100,00;100,00;100,00;;;;;201812;16/01/2019 04:17:13
UNIMED DE PINDAMONHANGABA - COOPERATIVA TRABALHO MEDICO (342343);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;50,00;50,00;0,00;;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED DE PIRACICABA SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS (315729);Médico Hospitalar;Grande;1;1;100,00;100,00;94,74;93,75;93,75;100,00;83,33;81,82;85,71;100,00;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED DE PIRASSUNUNGA COOPERATIVA DE TRABALHO MÉDICO (314242);Médico Hospitalar;Pequeno;;;;;;;;;;;;100,00;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED DE PRESIDENTE PRUDENTE COOPERATIVA DE TRAB. MÉDICO (315796);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED DE REGISTRO COOPERATIVA DE TRABALHO MÉDICO (351776);Médico Hospitalar;Pequeno;;1;;100,00;100,00;100,00;100,00;100,00;100,00;;;;;100,00;201812;16/01/2019 04:17:13
UNIMED DE RIBEIRAO PRETO - COOPERATIVA DE TRABALHO MÉDICO (351202);Médico Hospitalar;Grande;1;74;100,00;66,67;75,00;80,00;100,00;100,00;100,00;90,00;87,50;90,00;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED DE RIO CLARO SP COOPERATIVA DE TRABALHO MEDICO (306126);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;50,00;0,00;0,00;100,00;100,00;100,00;;;201812;16/01/2019 04:17:13
UNIMED DE SANTA BÁRBARA D'OESTE E AMERICANA - COOP DE TRABALHO MÉDICO (369292);Médico Hospitalar;Médio;1;1;100,00;100,00;80,00;66,67;75,00;75,00;87,50;87,50;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED DE SANTOS COOP DE TRAB MEDICO (355721);Médico Hospitalar;Grande;69;68;84,21;83,33;85,37;89,36;84,00;80,36;77,36;79,59;76,32;74,36;79,07;81,82;201812;16/01/2019 04:17:13
UNIMED DE SAO JOSÉ DO RIO PARDO-COOP. DE TRAB. MÉDICO (354619);Médico Hospitalar;Pequeno;;;;;;100,00;100,00;100,00;;;;;;;201812;16/01/2019 04:17:13
UNIMED DE SÃO ROQUE - COOPERATIVA DE TRABALHO MÉDICO (318388);Médico Hospitalar;Médio;;1;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;201812;16/01/2019 04:17:13
UNIMED DE SOBRAL SOCIEDADE COOPERATIVA MÉDICA LTDA (303178);Médico Hospitalar;Pequeno;;;;;100,00;100,00;100,00;100,00;100,00;100,00;75,00;75,00;66,67;50,00;201812;16/01/2019 04:17:13
UNIMED DE TATUI - COOPERATIVA DE TRABALHO MÉDICO (361941);Médico Hospitalar;Pequeno;1;1;100,00;100,00;;;100,00;100,00;100,00;50,00;50,00;50,00;50,00;50,00;201812;16/01/2019 04:17:13
UNIMED DE TAUBATÉ COOPERATIVA DE TRABALHO MÉDICO (363286);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;87,50;85,71;80,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED DE TRES LAGOAS COOPERATIVA DE TRABALHO MÉDICO (342386);Médico Hospitalar;Pequeno;;;;;100,00;100,00;100,00;;;;;;;;201812;16/01/2019 04:17:13
UNIMED DE TUBARAO - COOPERATIVA DE TRABALHO MEDICO DA REGIAO DA AMUREL (364860);Médico Hospitalar;Médio;1;1;100,00;100,00;;;;;100,00;100,00;100,00;100,00;100,00;80,00;201812;16/01/2019 04:17:13
UNIMED DE TUPA COOPERATIVA DE TRABALHO MÉDICO (365530);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;;;;;;;;;;201812;16/01/2019 04:17:13
UNIMED DE UBA COOPERATIVA DE TRABALHO MEDICO (362573);Médico Hospitalar;Pequeno;;;;;100,00;100,00;100,00;100,00;100,00;100,00;;100,00;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED DE VOLTA REDONDA COOPERATIVA DE TRABALHO MÉDICO (364584);Médico Hospitalar;Médio;182;185;75,00;77,78;87,50;100,00;100,00;100,00;100,00;100,00;92,86;90,00;91,67;92,31;201812;16/01/2019 04:17:13
UNIMED DE VOTUPORANGA - COOPERATIVA DE TRABALHO MÉDICO (328073);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
UNIMED DIVINOPOLIS - COOPERATIVA DE TRABALHO MEDICO LTDA (319121);Médico Hospitalar;Grande;1;1;100,00;100,00;100,00;90,00;91,67;87,50;83,33;66,67;73,08;75,00;94,12;91,67;201812;16/01/2019 04:17:13
UNIMED DO CARIRI - SOCIEDADE COOPERATIVA MÉDICA LTDA (356123);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;;83,33;85,71;80,00;88,89;90,00;201812;16/01/2019 04:17:13
UNIMED DO CEARÁ - FEDERAÇÃO DAS SOCIEDADES COOPERATIVAS MÉDICAS DO ESTADO DO CEARÁ LTDA. (321958);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;93,75;87,50;87,50;92,86;100,00;100,00;90,00;201812;16/01/2019 04:17:13
UNIMED DO ESTADO DE SANTA CATARINA FED. EST. DAS COOP. MÉD. (355691);Médico Hospitalar;Grande;1;58;100,00;90,91;90,00;92,86;100,00;100,00;100,00;100,00;100,00;100,00;93,33;91,67;201812;16/01/2019 04:17:13
UNIMED DO ESTADO DE SÃO PAULO - FEDERAÇÃO ESTADUAL DAS COOP. MÉDICAS (319996);Médico Hospitalar;Grande;52;46;93,13;93,90;92,47;91,07;90,45;91,67;94,70;95,36;95,54;95,30;91,72;90,86;201812;16/01/2019 04:17:13
UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS (312720);Médico Hospitalar;Grande;1;1;100,00;100,00;96,30;96,97;97,37;100,00;100,00;100,00;100,00;94,44;94,44;92,31;201812;16/01/2019 04:17:13
UNIMED DO OESTE DA BAHIA COOPERATIVA DE TRABALHO MÉDICO (325082);Médico Hospitalar;Pequeno;;;;;;0,00;66,67;66,67;100,00;0,00;0,00;0,00;0,00;0,00;201812;16/01/2019 04:17:13
UNIMED DO OESTE DO PARANÁ - COOP. DE TRABALHO MEDICO (305227);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;;100,00;100,00;100,00;100,00;100,00;100,00;;201812;16/01/2019 04:17:13
UNIMED DO RIO GRANDE DO NORTE - FEDERAÇÃO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO (348406);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;88,89;90,00;95,83;100,00;100,00;100,00;100,00;96,00;91,18;201812;16/01/2019 04:17:13
UNIMED DO SUDOESTE COOPERATIVA DE TRABALHO MEDICO LTDA (350371);Médico Hospitalar;Médio;162;167;90,00;90,00;86,67;93,75;95,24;100,00;100,00;100,00;100,00;91,67;90,00;90,91;201812;16/01/2019 04:17:13
UNIMED ENCOSTA DA SERRA/RS SOCIEDADE COOPERATIVA DE SERVIÇOS DE SAÚDE LTDA. (311715);Médico Hospitalar;Médio;202;209;33,33;33,33;60,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;;201812;16/01/2019 04:17:13
UNIMED ERECHIM - COOPERATIVA DE SERVIÇOS DE SAÚDE LTDA. (357022);Médico Hospitalar;Médio;;;;;;;;;;;;100,00;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED EXTREMO OESTE CATARINENSE COOPERATIVA DE TRABALHO MÉDICO (340251);Médico Hospitalar;Pequeno;;;;;;;100,00;100,00;100,00;100,00;100,00;100,00;;;201812;16/01/2019 04:17:13
UNIMED EXTREMO SUL COOPERATIVA DE TRABALHO MÉDICO (346209);Médico Hospitalar;Médio;;;;;;;;100,00;100,00;100,00;66,67;66,67;50,00;100,00;201812;16/01/2019 04:17:13
UNIMED FOZ DO IGUACU COOPERATIVA TRABALHO MEDICO (351792);Médico Hospitalar;Médio;1;1;100,00;100,00;87,50;87,50;80,00;100,00;100,00;100,00;100,00;100,00;100,00;80,00;201812;16/01/2019 04:17:13
UNIMED FRANCA - SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS E HOSPITALARES (354783);Médico Hospitalar;Médio;191;210;66,67;0,00;66,67;100,00;100,00;100,00;100,00;88,89;85,71;85,71;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED FRANCISCO BELTRAO COOPERATIVA DE TRABALHO MEDICO (336858);Médico Hospitalar;Pequeno;1;1;100,00;100,00;;;;;;;;;;;201812;16/01/2019 04:17:13
UNIMED FRONTEIRA NOROESTE/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA. (352179);Médico Hospitalar;Médio;;;;;;;0,00;0,00;50,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED FRUTAL COOPERATIVA DE TRABALHO MEDICO LTDA (371564);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
UNIMED GOIANIA COOPERATIVA DE TRABALHO MÉDICO (382876);Médico Hospitalar;Grande;28;33;96,97;96,00;96,43;96,77;94,55;90,91;86,79;83,33;83,05;84,00;92,86;92,50;201812;16/01/2019 04:17:13
UNIMED GOVERNADOR VALADARES COOP. DE TRABALHO MÉDICO LTDA. (386588);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;92,31;85,71;71,43;80,00;201812;16/01/2019 04:17:13
UNIMED GRANDE FLORIANÓPOLIS-COOPERATIVA DE TRABALHO MEDICO (360449);Médico Hospitalar;Grande;24;19;97,14;97,83;94,12;96,30;96,30;100,00;98,00;91,49;92,16;92,68;100,00;98,15;201812;16/01/2019 04:17:13
UNIMED GUARAPUAVA COOPERATIVA DE TRABALHO MÉDICO (322571);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;80,00;80,00;75,00;66,67;66,67;75,00;201812;16/01/2019 04:17:13
UNIMED GUAXUPÉ COOPERATIVA DE TRABALHO MEDICO (318035);Médico Hospitalar;Pequeno;;;;;100,00;100,00;100,00;;;100,00;100,00;100,00;;;201812;16/01/2019 04:17:13
UNIMED GURUPI COOPERATIVA DE TRABALHO MÉDICO (301124);Médico Hospitalar;Pequeno;1;;100,00;;;100,00;100,00;100,00;;;;;;;201812;16/01/2019 04:17:13
UNIMED ILHEUS COOPERATIVA DE TRABALHO MEDICO (347230);Médico Hospitalar;Pequeno;;;;;;;;0,00;0,00;0,00;;;;;201812;16/01/2019 04:17:13
UNIMED IMPERATRIZ COOPERATIVA DE TRABALHO MÉDICO (352543);Médico Hospitalar;Médio;1;1;100,00;100,00;91,67;78,57;70,00;66,67;87,50;81,82;83,33;90,91;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED INCONFIDENTES COOPERATIVA DE TRABALHO MÉDICO LTDA. (304395);Médico Hospitalar;Pequeno;;;;;;100,00;100,00;100,00;;;;;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED INTRAFEDERATIVA FEDERAÇÃO REGIONAL SUL DE MINAS (320838);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
UNIMED ITABIRA COOPERATIVA DE TRABALHO MÉDICO (335517);Médico Hospitalar;Pequeno;1;1;100,00;100,00;;;100,00;100,00;100,00;;100,00;100,00;100,00;;201812;16/01/2019 04:17:13
UNIMED ITABUNA COOPERATIVA DE TRABALHO MEDICO (357065);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;83,33;83,33;85,71;100,00;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED ITAJUBA COOPERATIVA DE TRABALHO MEDICO (322831);Médico Hospitalar;Médio;198;196;50,00;66,67;100,00;100,00;100,00;;100,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED ITAÚNA COOPERATIVA DE TRABALHO MÉDICO LTDA. (356581);Médico Hospitalar;Médio;;1;;100,00;100,00;100,00;100,00;;;100,00;100,00;100,00;;100,00;201812;16/01/2019 04:17:13
UNIMED ITUIUTABA COOPERATIVA TRABALHO MÉDICO LTDA. (301060);Médico Hospitalar;Pequeno;134;143;50,00;50,00;50,00;;;;;;;;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED JI PARANÁ COOPERATIVA DE TRABALHO MÉDICO (347507);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;83,33;90,91;90,91;100,00;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED JOAÇABA COOPERATIVA DE TRABALHO MÉDICO (301744);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;;;;;100,00;100,00;100,00;;;201812;16/01/2019 04:17:13
UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA. (352314);Médico Hospitalar;Pequeno;;;;;100,00;100,00;100,00;100,00;100,00;100,00;;;;;201812;16/01/2019 04:17:13
UNIMED JOAO PESSOA - COOPERATIVA DE TRABALHO MÉDICO (321044);Médico Hospitalar;Grande;59;65;90,91;88,46;87,18;89,74;89,74;85,71;85,19;88,24;89,74;88,24;84,62;91,67;201812;16/01/2019 04:17:13
UNIMED JUIZ DE FORA COOPERATIVA DE TRABALHO MÉDICO LTDA (306886);Médico Hospitalar;Grande;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;92,86;80,00;81,25;85,71;100,00;201812;16/01/2019 04:17:13
UNIMED JUNDIAI - COOPERATIVA DE TRABALHO MÉDICO (303267);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;88,89;87,50;77,78;80,00;80,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED LAVRAS COOPERATIVA DE TRABALHO MÉDICO (345458);Médico Hospitalar;Médio;;;;;;;;;;;;;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED LEOPOLDINA COOPERATIVA DE TRABALHO MÉDICO LTDA (386901);Médico Hospitalar;Pequeno;1;;100,00;;;;;;;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED LESTE PAULISTA COOPERATIVA DE TRABALHO MÉDICO (358088);Médico Hospitalar;Médio;1;1;100,00;100,00;75,00;66,67;0,00;;100,00;100,00;100,00;;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED LITORAL COOPERATIVA DE TRABALHO MÉDICO LTDA (303356);Médico Hospitalar;Médio;165;173;88,89;85,71;81,25;88,89;94,44;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED LITORAL SUL/RS - COOPERATIVA MÉDICA LTDA. (300136);Médico Hospitalar;Médio;182;196;75,00;66,67;75,00;100,00;100,00;100,00;100,00;66,67;80,00;80,00;100,00;75,00;201812;16/01/2019 04:17:13
UNIMED MACAPA COOPERATIVA DE TRABALHO MÉDICO - EM LIQUIDAÇÃO EXTRAJUDICIAL (366811);Médico Hospitalar;Pequeno;;;;;;;;;;0,00;50,00;50,00;66,67;50,00;201812;16/01/2019 04:17:13
UNIMED MACEIO COOPERATIVA DE TRABALHO MÉDICO (327689);Médico Hospitalar;Grande;72;73;82,35;78,26;73,08;88,57;89,74;93,02;86,11;84,21;82,76;81,48;82,61;84,38;201812;16/01/2019 04:17:13
UNIMED MACHADO COOPERATIVA DE TRABALHO MEDICO (354678);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
UNIMED MARQUES DE VALENÇA COOPERATIVA DE TRABALHO MÉDICO LTDA. (321087);Médico Hospitalar;Pequeno;1;1;100,00;100,00;;100,00;100,00;100,00;;;;100,00;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED METROPOLITANA DO AGRESTE - COOPERATIVA DE TRABALHO MÉDICO (318566);Médico Hospitalar;Pequeno;1;;100,00;;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED MISSÕES/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA. (311618);Médico Hospitalar;Médio;1;;100,00;;100,00;100,00;100,00;;;;;;;;201812;16/01/2019 04:17:13
UNIMED MONTES CLAROS COOPERATIVA DE  TRABALHO MÉDICO LTDA. (304051);Médico Hospitalar;Médio;147;147;96,30;95,65;95,45;100,00;100,00;100,00;96,88;96,88;96,15;90,00;83,33;77,27;201812;16/01/2019 04:17:13
UNIMED MORRINHOS COOPERATIVA DE TRABALHO MEDICO (342157);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
UNIMED MURIAÉ COOPERATIVA DE TRABALHO MEDICO LTDA (368148);Médico Hospitalar;Pequeno;1;;100,00;;100,00;100,00;100,00;100,00;100,00;100,00;50,00;50,00;50,00;100,00;201812;16/01/2019 04:17:13
UNIMED NATAL SOC. COOP. DE TRAB. MÉDICO (335592);Médico Hospitalar;Grande;67;64;86,11;89,47;82,61;81,25;79,59;76,09;73,58;72,73;73,08;77,55;81,08;81,08;201812;16/01/2019 04:17:13
UNIMED NORDESTE PAULISTA - FED. INTRAFEDERATIVA DAS COOP. MÉDICAS (328294);Médico Hospitalar;Médio;;;;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED NORDESTE RS SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS LTDA. (325571);Médico Hospitalar;Grande;1;1;100,00;100,00;100,00;88,24;86,67;77,78;100,00;83,33;80,00;81,82;91,67;88,89;201812;16/01/2019 04:17:13
UNIMED NOROESTE CAPIXABA COOPERATIVA DE TRABALHO MÉDICO. (371629);Médico Hospitalar;Médio;182;188;75,00;75,00;75,00;100,00;100,00;100,00;100,00;;50,00;50,00;66,67;100,00;201812;16/01/2019 04:17:13
UNIMED NOROESTE DE MINAS COOPERATIVA DE TRABALHO MEDICO LTDA (315494);Médico Hospitalar;Pequeno;;;;;;;;;;100,00;100,00;100,00;;;201812;16/01/2019 04:17:13
UNIMED NOROESTE DO PARANÁ COOP DE TRABALHO MÉDICO . (365777);Médico Hospitalar;Pequeno;;;;;;100,00;100,00;100,00;;;100,00;100,00;100,00;;201812;16/01/2019 04:17:13
UNIMED NOROESTE FLUMINENSE - COOPERATIVA DE TRABALHO MÉDICO LTDA (360414);Médico Hospitalar;Pequeno;;1;;100,00;100,00;100,00;100,00;100,00;;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
